,0,1,2,3,4,5,6,7,8,9
0,0.050796653516359244,0.09289691995071778,-0.050796653516359244,0.09289691995071778,0.0,0.0,0.0,0.0,0.0,0.0
1,0.09289691995071778,0.22651984960783025,-0.09289691995071778,0.11325992480391513,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.050796653516359244,-0.09289691995071778,0.10159330703271849,0.0,-0.050796653516359244,0.09289691995071778,0.0,0.0,0.0,0.0
3,0.09289691995071778,0.11325992480391513,0.0,0.4530396992156605,-0.09289691995071778,0.11325992480391513,0.0,0.0,0.0,0.0
4,0.0,0.0,-0.050796653516359244,-0.09289691995071778,0.10159330703271849,0.0,-0.050796653516359244,0.09289691995071778,0.0,0.0
5,0.0,0.0,0.09289691995071778,0.11325992480391513,0.0,0.4530396992156605,-0.09289691995071778,0.11325992480391513,0.0,0.0
6,0.0,0.0,0.0,0.0,-0.050796653516359244,-0.09289691995071778,0.10159330703271849,0.0,-0.050796653516359244,0.09289691995071778
7,0.0,0.0,0.0,0.0,0.09289691995071778,0.11325992480391513,0.0,0.4530396992156605,-0.09289691995071778,0.11325992480391513
8,0.0,0.0,0.0,0.0,0.0,0.0,-0.050796653516359244,-0.09289691995071778,0.050796653516359244,-0.09289691995071778
9,0.0,0.0,0.0,0.0,0.0,0.0,0.09289691995071778,0.11325992480391513,-0.09289691995071778,0.22651984960783025
